Ticker,RS,Volume SMA 5,Volume SMA 20,Volume SMA 5 Rank,Volume SMA 20 Rank
VST,100.0,4815440.0,7075220.0,131.0,71.0
NVDA,99.80119284294234,196675020.0,239295890.0,1.0,1.0
PLTR,99.60238568588468,35750300.0,44785195.0,13.0,6.0
KKR,99.40357852882704,2453520.0,2732900.0,239.0,189.0
RCL,99.20477137176938,2899300.0,1904730.0,201.0,256.0
UAL,99.00596421471172,7146260.0,9207625.0,77.0,54.0
FICO,98.80715705765407,120820.0,148765.0,502.0,500.0
CEG,98.60834990059642,2056420.0,2570600.0,276.0,201.0
HWM,98.40954274353876,2541380.0,2052340.0,231.0,245.0
GDDY,98.2107355864811,1469460.0,991675.0,335.0,390.0
GEV,98.01192842942345,2319440.0,2330280.0,250.0,218.0
AXON,97.8131212723658,568440.0,475520.0,469.0,469.0
IRM,97.61431411530815,1483320.0,1263505.0,332.0,342.0
GE,97.4155069582505,4751840.0,4578625.0,134.0,119.0
AVGO,97.01789264413519,19744260.0,19445810.0,23.0,19.0
NRG,97.01789264413519,2348040.0,2423220.0,247.0,207.0
SYF,97.01789264413519,3509740.0,3277125.0,163.0,164.0
TRGP,96.62027833001989,1355940.0,1627505.0,355.0,286.0
ZBRA,96.42147117296223,838840.0,411470.0,435.0,480.0
URI,96.12326043737575,490420.0,490195.0,476.0,467.0
CCL,96.12326043737575,27940200.0,28284445.0,18.0,13.0
DELL,95.72564612326043,8982240.0,6309830.0,58.0,78.0
PWR,95.72564612326043,921060.0,675805.0,420.0,437.0
NCLH,95.42743538767395,16110740.0,12299490.0,29.0,38.0
DAL,95.2286282306163,9769220.0,9208285.0,54.0,53.0
ANET,94.83101391650099,1381080.0,1596940.0,350.0,289.0
AXP,94.83101391650099,2212500.0,2806620.0,259.0,185.0
ISRG,94.83101391650099,1106260.0,1284055.0,388.0,338.0
CBRE,94.43339960238568,2148860.0,1811400.0,267.0,268.0
DFS,94.23459244532803,1871660.0,1442940.0,295.0,316.0
CTLT,93.63817097415506,1576560.0,1647105.0,321.0,284.0
DVA,93.63817097415506,1526160.0,856225.0,325.0,419.0
FITB,93.63817097415506,4603660.0,4600300.0,138.0,118.0
GM,93.63817097415506,10628500.0,12746615.0,50.0,34.0
META,93.63817097415506,18582980.0,11680560.0,25.0,40.0
GLW,92.74353876739563,8243680.0,5274040.0,64.0,98.0
LDOS,92.74353876739563,1357640.0,765445.0,354.0,426.0
CFG,92.74353876739563,3801340.0,4811205.0,157.0,110.0
FIS,92.74353876739563,3218300.0,2669150.0,181.0,196.0
NFLX,92.2465208747515,2859660.0,3963780.0,203.0,137.0
BX,91.74950298210736,2776360.0,3245480.0,211.0,166.0
RL,91.74950298210736,503600.0,519800.0,474.0,461.0
TPR,91.74950298210736,4143140.0,3491280.0,146.0,157.0
WAB,91.74950298210736,900640.0,945080.0,427.0,400.0
FI,91.05367793240556,2625820.0,2753840.0,220.0,186.0
GNRC,91.05367793240556,953040.0,925815.0,412.0,402.0
TT,91.05367793240556,1662280.0,1107870.0,308.0,371.0
BK,90.55666003976143,3437940.0,4052270.0,168.0,136.0
GRMN,90.55666003976143,1826680.0,996970.0,298.0,389.0
MTB,89.86083499005964,942680.0,1192830.0,415.0,354.0
PH,89.86083499005964,838300.0,562420.0,436.0,456.0
PODD,89.86083499005964,418160.0,427155.0,484.0,476.0
EXPE,89.86083499005964,1433760.0,1509970.0,336.0,303.0
BKNG,89.86083499005964,354320.0,200270.0,488.0,497.0
CRWD,89.16500994035785,3090680.0,3472085.0,187.0,159.0
GEN,89.16500994035785,4771080.0,3115905.0,133.0,175.0
GS,88.76739562624255,1619400.0,1876415.0,312.0,260.0
KEY,88.76739562624255,9654760.0,9328035.0,56.0,52.0
MMM,88.27037773359841,3454860.0,3952950.0,167.0,138.0
PNR,88.27037773359841,1760420.0,1580565.0,302.0,292.0
UBER,88.27037773359841,27271060.0,20012990.0,19.0,17.0
APH,87.47514910536779,6655820.0,7470165.0,91.0,68.0
IP,87.47514910536779,8669720.0,5545945.0,61.0,90.0
MPWR,87.47514910536779,1275040.0,658350.0,364.0,442.0
PHM,87.47514910536779,2023720.0,1748905.0,281.0,276.0
RMD,87.47514910536779,1334320.0,1104585.0,356.0,372.0
NVR,86.58051689860835,20080.0,15840.0,503.0,503.0
PNC,86.58051689860835,1520700.0,1765460.0,329.0,272.0
MHK,86.58051689860835,1037660.0,874010.0,402.0,414.0
MS,86.58051689860835,5207180.0,6635480.0,122.0,74.0
UHS,85.78528827037773,854840.0,832945.0,433.0,421.0
WFC,85.78528827037773,14332540.0,17884615.0,34.0,20.0
CAT,85.78528827037773,2693120.0,2201945.0,218.0,229.0
COF,85.78528827037773,3258840.0,2744235.0,180.0,188.0
CTAS,84.89065606361828,1079600.0,1085840.0,393.0,374.0
MSI,84.89065606361828,848800.0,645980.0,434.0,444.0
RF,84.89065606361828,7076960.0,7561040.0,78.0,65.0
TYL,84.89065606361828,247140.0,251425.0,494.0,491.0
BSX,84.89065606361828,8569620.0,7330995.0,62.0,69.0
JPM,83.89662027833002,7057200.0,7672280.0,80.0,64.0
ORCL,83.89662027833002,5886500.0,5713615.0,100.0,87.0
WAT,83.89662027833002,739380.0,442780.0,445.0,473.0
HBAN,83.89662027833002,10166180.0,13209410.0,52.0,31.0
C,83.89662027833002,12215880.0,13151590.0,40.0,32.0
AMP,82.90258449304176,408300.0,398630.0,486.0,482.0
DECK,82.90258449304176,2293380.0,2322960.0,254.0,219.0
K,82.90258449304176,2527780.0,1806500.0,233.0,269.0
NOW,82.90258449304176,1229800.0,1282790.0,367.0,339.0
BLK,82.90258449304176,485320.0,530530.0,477.0,460.0
BAC,81.70974155069582,28857480.0,32210175.0,15.0,12.0
COST,81.70974155069582,1416520.0,1556660.0,340.0,296.0
EFX,81.70974155069582,856460.0,952890.0,432.0,398.0
HCA,81.70974155069582,1476400.0,1491870.0,334.0,307.0
NTAP,81.70974155069582,1432280.0,1238685.0,337.0,343.0
TDG,81.70974155069582,207640.0,165135.0,497.0,498.0
WDC,81.70974155069582,5447760.0,5554840.0,113.0,89.0
HLT,80.61630218687873,1411040.0,1342360.0,341.0,328.0
WELL,80.61630218687873,3263980.0,2303245.0,179.0,221.0
EXR,80.61630218687873,1101700.0,911195.0,390.0,407.0
ETN,80.61630218687873,2503760.0,1604550.0,234.0,288.0
DHI,80.01988071570577,4954880.0,2662810.0,126.0,197.0
TMUS,80.01988071570577,3434960.0,3718310.0,169.0,149.0
FFIV,79.22465208747515,1387980.0,727565.0,347.0,428.0
HUBB,79.22465208747515,541742.6,387624.55,471.0,483.0
LEN,79.22465208747515,2184080.0,1853645.0,263.0,263.0
MAS,79.22465208747515,2313860.0,1482450.0,252.0,309.0
NDAQ,79.22465208747515,2817860.0,2719955.0,208.0,190.0
PGR,79.22465208747515,2191160.0,2152795.0,262.0,234.0
IT,78.03180914512923,300100.0,219615.0,489.0,494.0
VLTO,78.03180914512923,1222480.0,1400155.0,370.0,322.0
JCI,78.03180914512923,3998440.0,3102735.0,152.0,176.0
ERIE,78.03180914512923,177720.0,153110.0,499.0,499.0
IR,78.03180914512923,2619000.0,2043845.0,222.0,246.0
CMI,78.03180914512923,494140.0,548760.0,475.0,457.0
SHW,76.24254473161034,1083480.0,1272150.0,392.0,340.0
WMT,76.24254473161034,10931220.0,11561545.0,47.0,41.0
VTR,76.24254473161034,2957940.0,2185240.0,195.0,231.0
USB,76.24254473161034,6821760.0,8564105.0,86.0,57.0
TRMB,76.24254473161034,912540.0,874390.0,423.0,413.0
TFC,76.24254473161034,5784020.0,8127530.0,104.0,58.0
BRO,76.24254473161034,1623640.0,1541680.0,311.0,298.0
RJF,76.24254473161034,1131780.0,1443110.0,383.0,315.0
PYPL,76.24254473161034,19149680.0,10645700.0,24.0,44.0
PKG,76.24254473161034,667560.0,587175.0,458.0,455.0
NTRS,76.24254473161034,1171100.0,1297065.0,377.0,335.0
EBAY,76.24254473161034,6658900.0,4524930.0,90.0,121.0
WMB,74.15506958250498,5999400.0,5576840.0,96.0,88.0
PANW,74.15506958250498,2039300.0,2175055.0,277.0,232.0
SPG,74.15506958250498,1223420.0,1074275.0,368.0,375.0
